Latitude (decimal degrees):	41.897
Longitude (decimal degrees):	12.485
Elevation (m):	27
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 14 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050713:1110,713.45,937.52,69.92,28.37,4.76,0.0
20050713:1210,724.55,956.5,66.89,29.15,4.9,0.0
20050713:1310,699.52,918.96,58.71,29.45,5.17,0.0
20050713:1410,433.42,561.39,48.42,29.68,5.72,0.0
20050713:1510,255.79,335.81,37.41,28.89,5.59,0.0
20050713:1610,306.29,407.61,26.27,28.64,5.03,0.0
20050713:1710,63.19,97.12,15.33,27.73,4.34,0.0
20050713:1810,24.42,45.71,4.88,26.84,5.03,0.0
20050713:1910,0.0,0.0,0.0,24.87,4.21,0.0
20050713:2010,0.0,0.0,0.0,23.89,4.07,0.0
20050713:2110,0.0,0.0,0.0,22.97,4.07,0.0
20050713:2210,0.0,0.0,0.0,22.23,4.14,0.0
20050713:2310,0.0,0.0,0.0,21.61,4.07,0.0
20050714:0010,0.0,0.0,0.0,21.06,3.86,0.0
20050714:0110,0.0,0.0,0.0,20.56,3.72,0.0
20050714:0210,0.0,0.0,0.0,20.12,3.66,0.0
20050714:0310,0.0,0.0,0.0,19.69,3.52,0.0
20050714:0410,0.0,0.0,0.0,19.32,3.31,0.0
20050714:0510,27.93,49.16,13.34,19.69,2.97,0.0
20050714:0610,76.89,137.72,24.22,21.45,3.1,0.0
20050714:0710,252.02,340.48,35.35,23.23,3.59,0.0
20050714:0810,426.67,546.28,46.42,25.24,3.86,0.0
20050714:0910,578.9,749.75,56.89,26.93,3.59,0.0
20050714:1010,677.19,898.94,65.58,28.18,3.1,0.0
20050714:1110,732.92,996.16,69.77,29.05,2.55,0.0
20050714:1210,735.47,1003.25,66.77,29.65,2.62,0.0
20050714:1310,586.7,778.16,58.62,29.75,3.45,0.0
20050714:1410,226.04,301.75,48.35,29.59,3.79,0.0
20050714:1510,402.2,525.79,37.35,29.62,3.86,0.0
20050714:1610,297.72,398.31,26.2,29.31,4.28,0.0
20050714:1710,126.84,206.04,15.25,28.48,4.21,0.0
20050714:1810,21.21,41.4,4.79,27.78,4.21,0.0
20050714:1910,0.0,0.0,0.0,26.75,4.28,0.0
20050714:2010,0.0,0.0,0.0,25.82,4.0,0.0
20050714:2110,0.0,0.0,0.0,24.92,3.72,0.0
20050714:2210,0.0,0.0,0.0,24.03,3.52,0.0
20050714:2310,0.0,0.0,0.0,23.15,3.31,0.0
20050715:0010,0.0,0.0,0.0,22.3,3.1,0.0
20050715:0110,0.0,0.0,0.0,21.52,2.97,0.0
20050715:0210,0.0,0.0,0.0,20.75,2.76,0.0
20050715:0310,0.0,0.0,0.0,20.04,2.55,0.0
20050715:0410,0.0,0.0,0.0,19.28,2.28,0.0
20050715:0510,27.94,49.16,13.22,19.41,1.66,0.0
20050715:0610,75.72,137.55,24.11,22.37,1.1,0.0
20050715:0710,246.66,339.09,35.24,25.59,1.79,0.0
20050715:0810,423.42,557.72,46.3,27.69,1.79,0.0
20050715:0910,570.25,759.98,56.76,29.18,2.07,0.0
20050715:1010,665.26,896.96,65.44,30.31,2.76,0.0
20050715:1110,742.67,1010.17,69.62,31.12,3.38,0.0
20050715:1210,760.58,1033.98,66.65,31.61,3.86,0.0
20050715:1310,735.78,988.04,58.53,31.81,4.62,0.0
20050715:1410,654.44,861.61,48.27,31.49,5.52,0.0
20050715:1510,523.42,680.09,37.27,30.63,6.07,0.0
20050715:1610,342.62,456.93,26.13,29.48,6.0,0.0
20050715:1710,130.7,214.32,15.18,28.27,5.31,0.0
20050715:1810,21.29,41.4,4.71,27.03,4.07,0.0
20050715:1910,0.0,0.0,0.0,26.04,3.52,0.0
20050715:2010,0.0,0.0,0.0,25.2,2.41,0.0
20050715:2110,0.0,0.0,0.0,24.24,1.79,0.0
20050715:2210,0.0,0.0,0.0,23.01,1.45,0.0
20050715:2310,0.0,0.0,0.0,22.21,1.52,0.0
20050716:0010,0.0,0.0,0.0,21.8,1.38,0.0
20050716:0110,0.0,0.0,0.0,21.42,1.24,0.0
20050716:0210,0.0,0.0,0.0,20.61,1.31,0.0
20050716:0310,0.0,0.0,0.0,19.9,1.38,0.0
20050716:0410,0.0,0.0,0.0,19.3,1.45,0.0
20050716:0510,30.5,52.61,13.1,19.74,1.31,0.0
20050716:0610,75.36,136.59,23.99,23.01,1.1,0.0
20050716:0710,242.55,334.74,35.13,26.08,1.59,0.0
20050716:0810,416.64,547.09,46.18,28.05,2.28,0.0
20050716:0910,562.3,744.48,56.63,29.46,2.62,0.0
20050716:1010,661.45,887.44,65.29,30.42,3.1,0.0
20050716:1110,732.75,990.06,69.46,31.06,3.72,0.0
20050716:1210,757.6,1023.89,66.51,31.32,4.14,0.0
20050716:1310,717.23,962.29,58.43,31.28,4.21,0.0
20050716:1410,636.33,843.48,48.19,31.03,4.21,0.0
20050716:1510,508.43,665.62,37.2,30.36,4.41,0.0
20050716:1610,331.42,443.7,26.05,29.09,4.34,0.0
20050716:1710,128.7,210.49,15.09,27.7,3.59,0.0
20050716:1810,21.34,41.4,4.62,26.41,2.21,0.0
20050716:1910,0.0,0.0,0.0,25.43,0.97,0.0
20050716:2010,0.0,0.0,0.0,24.62,0.48,0.0
20050716:2110,0.0,0.0,0.0,23.52,0.76,0.0
20050716:2210,0.0,0.0,0.0,22.43,1.17,0.0
20050716:2310,0.0,0.0,0.0,22.23,0.9,0.0
20050717:0010,0.0,0.0,0.0,22.63,0.14,0.0
20050717:0110,0.0,0.0,0.0,22.36,0.76,0.0
20050717:0210,0.0,0.0,0.0,20.48,1.38,0.0
20050717:0310,0.0,0.0,0.0,19.77,1.59,0.0
20050717:0410,0.0,0.0,0.0,19.4,1.59,0.0
20050717:0510,31.82,54.34,12.98,19.82,1.45,0.0
20050717:0610,81.51,140.45,23.87,23.18,1.03,0.0
20050717:0710,240.46,331.55,35.01,25.94,1.31,0.0
20050717:0810,410.75,541.5,46.06,27.7,1.66,0.0
20050717:0910,559.15,743.0,56.5,28.92,2.07,0.0
20050717:1010,659.69,885.91,65.14,29.8,2.76,0.0
20050717:1110,738.38,998.93,69.29,30.34,3.38,0.0
20050717:1210,757.36,1022.47,66.37,30.52,3.86,0.0
20050717:1310,718.13,961.92,58.32,30.38,3.93,0.0
20050717:1410,635.57,842.04,48.1,30.07,3.72,0.0
20050717:1510,505.47,664.18,37.11,29.6,3.38,0.0
20050717:1610,332.75,448.24,25.97,28.92,2.97,0.0
20050717:1710,128.01,210.11,15.0,28.1,2.55,0.0
20050717:1810,19.44,38.81,4.52,27.04,1.93,0.0
20050717:1910,0.0,0.0,0.0,25.52,1.59,0.0
20050717:2010,0.0,0.0,0.0,24.66,1.52,0.0
20050717:2110,0.0,0.0,0.0,23.79,1.66,0.0
20050717:2210,0.0,0.0,0.0,22.85,1.72,0.0
20050717:2310,0.0,0.0,0.0,22.04,1.93,0.0
20050718:0010,0.0,0.0,0.0,21.25,2.0,0.0
20050718:0110,0.0,0.0,0.0,20.72,2.07,0.0
20050718:0210,0.0,0.0,0.0,20.4,2.41,0.0
20050718:0310,0.0,0.0,0.0,20.14,2.55,0.0
20050718:0410,0.0,0.0,0.0,19.92,2.62,0.0
20050718:0510,23.92,43.99,12.85,20.64,2.69,0.0
20050718:0610,90.29,145.71,23.75,23.76,2.76,0.0
20050718:0710,237.6,324.19,34.89,26.82,3.45,0.0
20050718:0810,404.21,525.19,45.94,28.82,4.48,0.0
20050718:0910,554.06,721.54,56.36,30.09,4.83,0.0
20050718:1010,660.55,872.8,64.98,30.86,4.76,0.0
20050718:1110,731.85,979.87,69.12,31.32,4.62,0.0
20050718:1210,753.82,1013.5,66.23,31.64,4.69,0.0
20050718:1310,716.89,958.3,58.21,31.7,4.76,0.0
20050718:1410,628.57,829.15,48.01,31.49,4.97,0.0
20050718:1510,491.37,642.33,37.03,31.19,5.24,0.0
20050718:1610,316.31,424.59,25.88,30.46,5.03,0.0
20050718:1710,124.41,197.96,14.91,29.29,4.41,0.0
20050718:1810,20.57,40.54,4.41,28.0,3.86,0.0
20050718:1910,0.0,0.0,0.0,26.86,3.72,0.0
20050718:2010,0.0,0.0,0.0,26.06,2.69,0.0
20050718:2110,0.0,0.0,0.0,25.17,2.34,0.0
20050718:2210,0.0,0.0,0.0,24.68,2.76,0.0
20050718:2310,0.0,0.0,0.0,24.63,3.24,0.0
20050719:0010,0.0,0.0,0.0,24.91,4.28,0.0
20050719:0110,0.0,0.0,0.0,25.11,4.28,0.0
20050719:0210,0.0,0.0,0.0,24.95,3.79,0.0
20050719:0310,0.0,0.0,0.0,24.87,4.41,0.0
20050719:0410,0.0,0.0,0.0,24.51,3.1,0.0
20050719:0510,29.21,51.75,12.72,23.87,1.45,0.0
20050719:0610,83.63,140.42,23.63,24.54,1.93,0.0
20050719:0710,234.88,322.37,34.77,27.15,3.17,0.0
20050719:0810,411.48,535.69,45.81,27.32,2.83,0.0
20050719:0910,545.99,712.62,56.22,27.81,3.03,0.0
20050719:1010,617.85,816.0,64.81,28.36,3.17,0.0
20050719:1110,683.38,908.05,68.94,28.95,3.72,0.0
20050719:1210,756.01,1007.84,66.08,29.27,4.28,0.0
20050719:1310,716.63,946.95,58.09,29.64,4.76,0.0
20050719:1410,635.43,829.21,47.91,29.84,5.24,0.0
20050719:1510,501.63,649.23,36.93,29.64,5.59,0.0
20050719:1610,324.64,432.4,25.78,28.98,5.38,0.0
20050719:1710,126.69,205.33,14.81,27.81,4.83,0.0
20050719:1810,19.54,38.81,4.3,26.32,3.93,0.0
20050719:1910,0.0,0.0,0.0,25.09,3.38,0.0
20050719:2010,0.0,0.0,0.0,24.32,2.62,0.0
20050719:2110,0.0,0.0,0.0,23.68,1.93,0.0
20050719:2210,0.0,0.0,0.0,23.07,1.52,0.0
20050719:2310,0.0,0.0,0.0,22.26,1.31,0.0
20050720:0010,0.0,0.0,0.0,21.66,1.1,0.0
20050720:0110,0.0,0.0,0.0,21.69,0.83,0.0
20050720:0210,0.0,0.0,0.0,21.6,0.62,0.0
20050720:0310,0.0,0.0,0.0,21.37,0.55,0.0
20050720:0410,0.0,0.0,0.0,21.13,0.48,0.0
20050720:0510,28.28,50.03,12.59,21.22,0.28,0.0
20050720:0610,77.82,136.82,23.5,22.77,0.34,0.0
20050720:0710,239.8,331.31,34.64,24.42,0.34,0.0
20050720:0810,413.43,544.73,45.68,25.92,0.9,0.0
20050720:0910,561.57,743.46,56.08,27.28,1.72,0.0
20050720:1010,661.1,882.84,64.65,28.35,2.62,0.0
20050720:1110,737.78,990.83,68.76,29.02,3.38,0.0
20050720:1210,756.86,1014.1,65.92,29.31,3.93,0.0
20050720:1310,729.43,969.1,57.97,29.36,4.28,0.0
20050720:1410,644.47,844.69,47.8,29.14,4.41,0.0
20050720:1510,510.41,662.2,36.83,28.61,4.41,0.0
20050720:1610,337.68,449.4,25.68,27.85,4.21,0.0
20050720:1710,130.22,213.46,14.71,26.96,3.72,0.0
20050720:1810,18.97,37.95,4.19,25.83,2.76,0.0
20050720:1910,0.0,0.0,0.0,24.2,1.93,0.0
20050720:2010,0.0,0.0,0.0,23.55,1.45,0.0
20050720:2110,0.0,0.0,0.0,22.86,1.17,0.0
20050720:2210,0.0,0.0,0.0,21.84,1.03,0.0
20050720:2310,0.0,0.0,0.0,21.53,0.9,0.0
20050721:0010,0.0,0.0,0.0,21.52,0.76,0.0
20050721:0110,0.0,0.0,0.0,21.29,0.76,0.0
20050721:0210,0.0,0.0,0.0,21.03,0.83,0.0
20050721:0310,0.0,0.0,0.0,20.83,0.83,0.0
20050721:0410,0.0,0.0,0.0,20.71,0.62,0.0
20050721:0510,26.41,47.44,12.46,20.81,0.34,0.0
20050721:0610,86.55,141.63,23.38,22.02,0.14,0.0
20050721:0710,236.55,321.88,34.52,22.47,0.34,0.0
20050721:0810,410.66,539.39,45.55,23.91,0.34,0.0
20050721:0910,554.95,736.61,55.94,25.91,1.03,0.0
20050721:1010,652.33,875.46,64.48,27.57,1.93,0.0
20050721:1110,735.83,993.76,68.57,28.66,2.83,0.0
20050721:1210,752.66,1006.33,65.75,28.92,3.86,0.0
20050721:1310,720.71,950.9,57.84,28.7,4.48,0.0
20050721:1410,646.43,842.42,47.69,28.3,4.55,0.0
20050721:1510,514.02,664.39,36.73,27.69,4.28,0.0
20050721:1610,335.18,445.1,25.58,26.85,3.59,0.0
20050721:1710,129.42,211.06,14.6,25.95,2.76,0.0
20050721:1810,18.45,37.09,4.07,24.89,2.14,0.0
20050721:1910,0.0,0.0,0.0,23.83,1.86,0.0
20050721:2010,0.0,0.0,0.0,23.13,1.66,0.0
20050721:2110,0.0,0.0,0.0,22.49,1.24,0.0
20050721:2210,0.0,0.0,0.0,21.6,0.97,0.0
20050721:2310,0.0,0.0,0.0,21.15,0.76,0.0
20050722:0010,0.0,0.0,0.0,21.2,0.69,0.0
20050722:0110,0.0,0.0,0.0,20.74,0.83,0.0
20050722:0210,0.0,0.0,0.0,20.64,0.76,0.0
20050722:0310,0.0,0.0,0.0,20.29,0.83,0.0
20050722:0410,0.0,0.0,0.0,19.55,1.03,0.0
20050722:0510,26.61,47.44,12.32,19.5,1.03,0.0
20050722:0610,73.4,131.79,23.25,21.51,1.52,0.0
20050722:0710,232.06,310.13,34.39,22.22,1.86,0.0
20050722:0810,409.69,527.33,45.42,23.84,2.14,0.0
20050722:0910,569.46,738.16,55.79,25.07,2.48,0.0
20050722:1010,706.59,932.63,64.3,26.18,2.97,0.0
20050722:1110,708.04,936.35,68.37,26.92,3.45,0.0
20050722:1210,749.0,991.5,65.58,27.27,3.93,0.0
20050722:1310,716.79,942.44,57.7,27.25,4.07,0.0
20050722:1410,642.71,835.32,47.57,27.11,4.14,0.0
20050722:1510,511.59,658.56,36.62,26.81,4.21,0.0
20050722:1610,309.8,408.46,25.47,26.21,4.0,0.0
20050722:1710,113.12,170.46,14.48,25.44,3.59,0.0
20050722:1810,17.89,36.23,3.94,24.58,3.1,0.0
20050722:1910,0.0,0.0,0.0,23.83,2.48,0.0
20050722:2010,0.0,0.0,0.0,23.27,2.48,0.0
20050722:2110,0.0,0.0,0.0,22.75,2.55,0.0
20050722:2210,0.0,0.0,0.0,22.3,2.55,0.0
20050722:2310,0.0,0.0,0.0,21.88,2.55,0.0
20050723:0010,0.0,0.0,0.0,21.45,2.55,0.0
20050723:0110,0.0,0.0,0.0,21.08,2.55,0.0
20050723:0210,0.0,0.0,0.0,20.71,2.48,0.0
20050723:0310,0.0,0.0,0.0,20.5,2.69,0.0
20050723:0410,0.0,0.0,0.0,20.67,2.69,0.0
20050723:0510,24.46,44.85,12.19,21.39,2.48,0.0
20050723:0610,81.25,137.13,23.12,22.75,3.03,0.0
20050723:0710,232.04,310.95,34.26,23.98,3.66,0.0
20050723:0810,382.0,490.21,45.28,25.13,3.59,0.0
20050723:0910,476.73,614.02,55.64,26.16,3.52,0.0
20050723:1010,653.86,851.88,64.12,27.02,4.07,0.0
20050723:1110,745.11,977.72,68.17,27.36,4.62,0.0
20050723:1210,766.95,1006.22,65.4,27.42,4.97,0.0
20050723:1310,730.54,951.9,57.55,26.94,4.9,0.0
20050723:1410,642.57,833.03,47.45,27.13,4.41,0.0
20050723:1510,508.97,656.26,36.5,26.89,4.0,0.0
20050723:1610,328.08,434.27,25.35,26.35,3.59,0.0
20050723:1710,129.08,209.77,14.36,25.54,2.9,0.0
20050723:1810,17.88,36.23,3.81,24.62,2.55,0.0
20050723:1910,0.0,0.0,0.0,23.68,1.59,0.0
20050723:2010,0.0,0.0,0.0,23.24,1.66,0.0
20050723:2110,0.0,0.0,0.0,22.81,1.72,0.0
20050723:2210,0.0,0.0,0.0,22.34,1.59,0.0
20050723:2310,0.0,0.0,0.0,21.61,1.31,0.0
20050724:0010,0.0,0.0,0.0,20.85,1.31,0.0
20050724:0110,0.0,0.0,0.0,20.38,1.59,0.0
20050724:0210,0.0,0.0,0.0,20.06,1.79,0.0
20050724:0310,0.0,0.0,0.0,19.77,1.86,0.0
20050724:0410,0.0,0.0,0.0,19.46,1.93,0.0
20050724:0510,25.95,46.58,12.05,19.71,1.72,0.0
20050724:0610,73.57,130.89,22.98,21.95,1.72,0.0
20050724:0710,239.33,326.24,34.13,23.19,1.59,0.0
20050724:0810,413.39,539.73,45.15,24.56,1.03,0.0
20050724:0910,552.93,735.6,55.48,25.97,0.9,0.0
20050724:1010,653.63,879.58,63.94,27.24,1.66,0.0
20050724:1110,719.21,972.34,67.97,28.12,2.41,0.0
20050724:1210,743.74,1001.83,65.22,28.63,3.1,0.0
20050724:1310,718.5,957.86,57.4,28.81,3.59,0.0
20050724:1410,639.43,837.93,47.32,28.67,4.07,0.0
20050724:1510,509.43,659.84,36.38,28.21,4.28,0.0
20050724:1610,330.38,439.43,25.23,27.54,3.86,0.0
20050724:1710,127.34,207.94,14.23,26.79,3.24,0.0
20050724:1810,17.17,35.36,3.68,25.78,2.55,0.0
20050724:1910,0.0,0.0,0.0,25.18,1.79,0.0
20050724:2010,0.0,0.0,0.0,24.45,0.97,0.0
20050724:2110,0.0,0.0,0.0,23.88,0.28,0.0
20050724:2210,0.0,0.0,0.0,23.57,0.48,0.0
20050724:2310,0.0,0.0,0.0,23.0,0.69,0.0
20050725:0010,0.0,0.0,0.0,22.75,0.48,0.0
20050725:0110,0.0,0.0,0.0,22.42,0.48,0.0
20050725:0210,0.0,0.0,0.0,22.19,0.48,0.0
20050725:0310,0.0,0.0,0.0,21.99,0.76,0.0
20050725:0410,0.0,0.0,0.0,20.54,1.24,0.0
20050725:0510,27.21,48.3,11.91,19.93,1.45,0.0
20050725:0610,82.57,137.37,22.85,22.77,1.31,0.0
20050725:0710,235.91,322.85,34.0,24.77,1.66,0.0
20050725:0810,412.56,542.6,45.01,26.78,1.38,0.0
20050725:0910,550.05,740.08,55.32,28.55,1.03,0.0
20050725:1010,644.19,875.65,63.75,29.88,1.86,0.0
20050725:1110,731.51,990.54,67.75,30.52,3.31,0.0
20050725:1210,760.01,1019.74,65.03,30.29,4.28,0.0
20050725:1310,724.82,964.77,57.25,29.83,4.28,0.0
20050725:1410,640.12,844.84,47.18,29.57,3.86,0.0
20050725:1510,503.24,657.35,36.26,29.1,3.72,0.0
20050725:1610,325.14,434.96,25.11,28.26,3.31,0.0
20050725:1710,125.88,204.44,14.1,27.29,2.48,0.0
20050725:1810,17.71,36.23,3.54,26.25,1.59,0.0
20050725:1910,0.0,0.0,0.0,25.49,1.03,0.0
20050725:2010,0.0,0.0,0.0,24.75,0.62,0.0
20050725:2110,0.0,0.0,0.0,23.73,0.83,0.0
20050725:2210,0.0,0.0,0.0,22.95,1.03,0.0
20050725:2310,0.0,0.0,0.0,22.22,1.24,0.0
20050726:0010,0.0,0.0,0.0,21.86,1.24,0.0
20050726:0110,0.0,0.0,0.0,21.3,1.31,0.0
20050726:0210,0.0,0.0,0.0,20.61,1.59,0.0
20050726:0310,0.0,0.0,0.0,20.17,2.07,0.0
20050726:0410,0.0,0.0,0.0,19.92,2.07,0.0
20050726:0510,0.76,7.76,11.77,20.3,1.72,0.0
20050726:0610,93.29,137.31,22.71,22.89,1.93,0.0
20050726:0710,57.74,89.2,33.86,25.7,2.48,0.0
20050726:0810,363.93,473.29,44.86,27.49,3.38,0.0
20050726:0910,554.26,724.6,55.16,29.48,3.86,0.0
20050726:1010,275.34,364.75,63.56,30.13,4.14,0.0
20050726:1110,699.69,933.0,67.54,30.35,4.28,0.0
20050726:1210,721.6,966.39,64.83,30.46,4.21,0.0
20050726:1310,705.6,945.9,57.09,30.61,3.86,0.0
20050726:1410,631.13,839.0,47.04,30.79,3.72,0.0
20050726:1510,502.29,660.84,36.13,30.61,3.79,0.0
20050726:1610,330.24,444.62,24.98,29.95,3.79,0.0
20050726:1710,115.94,181.26,13.96,28.84,3.24,0.0
20050726:1810,14.07,31.05,3.39,27.55,2.34,0.0
20050726:1910,0.0,0.0,0.0,26.26,1.38,0.0
20050726:2010,0.0,0.0,0.0,25.42,1.1,0.0
20050726:2110,0.0,0.0,0.0,24.3,1.03,0.0
20050726:2210,0.0,0.0,0.0,23.59,0.97,0.0
20050726:2310,0.0,0.0,0.0,22.72,1.24,0.0
20050727:0010,0.0,0.0,0.0,21.82,1.52,0.0
20050727:0110,0.0,0.0,0.0,21.18,1.66,0.0
20050727:0210,0.0,0.0,0.0,20.69,1.72,0.0
20050727:0310,0.0,0.0,0.0,20.24,1.86,0.0
20050727:0410,0.0,0.0,0.0,19.75,1.93,0.0
20050727:0510,24.65,44.85,11.62,19.82,1.66,0.0
20050727:0610,72.84,130.76,22.57,23.18,1.1,0.0
20050727:0710,235.72,328.22,33.72,26.56,0.83,0.0
20050727:0810,406.18,540.28,44.72,28.41,1.1,0.0
20050727:0910,559.16,747.45,55.0,29.72,1.93,0.0
20050727:1010,665.8,899.79,63.36,30.47,2.62,0.0
20050727:1110,735.49,1000.5,67.32,30.82,3.17,0.0
20050727:1210,749.68,1018.94,64.63,30.87,3.45,0.0
20050727:1310,721.29,974.37,56.92,30.72,3.45,0.0
20050727:1410,632.75,843.83,46.9,30.48,3.31,0.0
20050727:1510,509.37,672.61,35.99,30.09,3.1,0.0
20050727:1610,331.93,447.84,24.84,29.35,2.83,0.0
20050727:1710,127.51,210.45,13.82,28.37,2.41,0.0
20050727:1810,15.26,32.78,3.24,27.18,1.79,0.0
20050727:1910,0.0,0.0,0.0,26.32,0.97,0.0
20050727:2010,0.0,0.0,0.0,25.48,0.55,0.0
20050727:2110,0.0,0.0,0.0,24.94,0.41,0.0
20050727:2210,0.0,0.0,0.0,24.56,0.55,0.0
20050727:2310,0.0,0.0,0.0,24.12,0.62,0.0
20050728:0010,0.0,0.0,0.0,23.73,0.55,0.0
20050728:0110,0.0,0.0,0.0,23.34,0.55,0.0
20050728:0210,0.0,0.0,0.0,22.89,0.9,0.0
20050728:0310,0.0,0.0,0.0,20.98,1.45,0.0
20050728:0410,0.0,0.0,0.0,19.8,1.93,0.0
20050728:0510,22.1,41.4,11.47,19.84,1.79,0.0
20050728:0610,73.35,131.22,22.44,23.26,1.38,0.0
20050728:0710,237.11,330.22,33.58,27.16,1.24,0.0
20050728:0810,407.34,548.77,44.57,29.84,0.69,0.0
20050728:0910,550.57,753.12,54.84,31.69,1.1,0.0
20050728:1010,650.9,892.04,63.16,32.87,2.48,0.0
20050728:1110,729.5,1002.91,67.09,33.33,3.38,0.0
20050728:1210,749.54,1033.82,64.42,33.58,3.52,0.0
20050728:1310,715.57,982.67,56.74,33.74,3.45,0.0
20050728:1410,628.62,851.01,46.75,33.58,3.45,0.0
20050728:1510,498.88,666.68,35.85,32.96,3.38,0.0
20050728:1610,319.47,435.52,24.7,31.81,2.97,0.0
20050728:1710,123.56,201.78,13.67,30.56,2.14,0.0
20050728:1810,16.83,35.36,3.08,29.23,1.45,0.0
20050728:1910,0.0,0.0,0.0,27.79,1.1,0.0
20050728:2010,0.0,0.0,0.0,26.99,1.17,0.0
20050728:2110,0.0,0.0,0.0,25.98,1.59,0.0
20050728:2210,0.0,0.0,0.0,24.99,1.79,0.0
20050728:2310,0.0,0.0,0.0,24.03,1.79,0.0
20050729:0010,0.0,0.0,0.0,23.23,1.59,0.0
20050729:0110,0.0,0.0,0.0,23.23,1.24,0.0
20050729:0210,0.0,0.0,0.0,23.45,1.03,0.0
20050729:0310,0.0,0.0,0.0,23.19,1.1,0.0
20050729:0410,0.0,0.0,0.0,22.34,1.24,0.0
20050729:0510,24.38,44.85,11.33,21.88,1.38,0.0
20050729:0610,78.37,134.13,22.29,24.26,0.83,0.0
20050729:0710,231.45,324.24,33.44,28.68,0.9,0.0
20050729:0810,397.51,537.78,44.43,31.11,0.83,0.0
20050729:0910,543.28,750.43,54.67,32.96,0.9,0.0
20050729:1010,637.99,894.17,62.96,34.24,1.52,0.0
20050729:1110,710.27,1000.0,66.86,35.1,2.34,0.0
20050729:1210,735.03,1024.08,64.21,35.4,3.38,0.0
20050729:1310,706.62,969.01,56.56,34.96,4.0,0.0
20050729:1410,598.99,807.36,46.59,34.02,3.86,0.0
20050729:1510,395.55,526.6,35.7,32.98,3.52,0.0
20050729:1610,306.14,414.6,24.55,31.52,3.79,0.0
20050729:1710,116.65,184.6,13.52,29.79,2.9,0.0
20050729:1810,15.13,32.78,2.91,28.63,0.83,0.0
20050729:1910,0.0,0.0,0.0,28.49,1.52,0.0
20050729:2010,0.0,0.0,0.0,27.67,1.79,0.0
20050729:2110,0.0,0.0,0.0,27.32,0.62,0.0
20050729:2210,0.0,0.0,0.0,26.94,0.41,0.0
20050729:2310,0.0,0.0,0.0,25.63,1.1,0.0
20050730:0010,0.0,0.0,0.0,24.68,1.31,0.0
20050730:0110,0.0,0.0,0.0,24.05,1.45,0.0
20050730:0210,0.0,0.0,0.0,24.33,1.24,0.0
20050730:0310,0.0,0.0,0.0,24.51,1.17,0.0
20050730:0410,0.0,0.0,0.0,24.82,0.9,0.0
20050730:0510,23.51,43.99,11.18,23.73,1.24,0.0
20050730:0610,89.45,138.55,22.15,24.44,1.24,0.0
20050730:0710,226.56,313.24,33.3,27.78,1.66,0.0
20050730:0810,385.75,510.76,44.28,29.73,2.21,0.0
20050730:0910,549.35,728.81,54.5,31.06,3.1,0.0
20050730:1010,324.93,431.78,62.75,31.41,3.52,0.0
20050730:1110,99.7,145.29,66.62,31.86,3.31,0.0
20050730:1210,244.57,329.35,63.98,31.92,3.52,0.0
20050730:1310,555.37,737.84,56.38,31.47,3.93,0.0
20050730:1410,348.72,461.01,46.42,30.78,3.17,0.0
20050730:1510,451.41,598.74,35.54,30.73,2.62,0.0
20050730:1610,308.02,417.18,24.4,30.24,2.62,0.0
20050730:1710,118.6,190.25,13.36,29.15,2.34,0.0
20050730:1810,15.21,32.78,2.74,27.82,2.07,0.0
20050730:1910,0.0,0.0,0.0,26.16,1.72,0.0
20050730:2010,0.0,0.0,0.0,25.41,1.45,0.0
20050730:2110,0.0,0.0,0.0,24.7,1.31,0.0
20050730:2210,0.0,0.0,0.0,23.95,1.1,0.0
20050730:2310,0.0,0.0,0.0,23.22,0.83,0.0
20050731:0010,0.0,0.0,0.0,23.23,0.76,0.0
20050731:0110,0.0,0.0,0.0,22.55,0.97,0.0
20050731:0210,0.0,0.0,0.0,22.11,1.03,0.0
20050731:0310,0.0,0.0,0.0,21.93,0.97,0.0
20050731:0410,0.0,0.0,0.0,21.97,0.97,0.0
20050731:0510,23.1,43.13,11.03,21.88,0.9,0.0
20050731:0610,80.82,134.64,22.01,23.5,0.76,0.0
20050731:0710,235.07,324.72,33.16,25.45,0.9,0.0
20050731:0810,412.96,545.29,44.12,27.13,1.17,0.0
20050731:0910,563.58,749.82,54.32,28.75,1.93,0.0
20050731:1010,664.31,893.61,62.54,29.97,2.76,0.0
20050731:1110,738.08,999.72,66.38,30.67,3.45,0.0
20050731:1210,757.2,1025.02,63.76,30.93,3.86,0.0
20050731:1310,721.16,968.79,56.18,30.92,4.0,0.0
20050731:1410,638.28,847.64,46.25,30.69,3.86,0.0
20050731:1510,503.87,663.0,35.38,30.28,3.59,0.0
20050731:1610,335.91,453.07,24.24,29.73,3.24,0.0
20050731:1710,125.1,206.58,13.2,28.83,2.83,0.0
20050731:1810,13.49,30.19,2.57,27.64,2.14,0.0
20050731:1910,0.0,0.0,0.0,26.23,1.79,0.0
20050731:2010,0.0,0.0,0.0,25.47,1.03,0.0
20050731:2110,0.0,0.0,0.0,24.61,0.62,0.0
20050731:2210,0.0,0.0,0.0,24.44,0.55,0.0
20050731:2310,0.0,0.0,0.0,22.96,1.1,0.0
